Ticker,Name,Country,Financial Currency,Sector Key,Industry Key,Market Cap,Market Cap History,Stock Price,Dividends,Current Asset,Non Current Asset,Total Liabilities,Net Income,ROIC,Final Value,Margin
282330.KS,"BGF retail CO., LTD.",South Korea,KRW,consumer-defensive,grocery-stores,2021174935552,"[2021174935552, 3078571541796.875, 3029527816796.875, 2791927466796.875]","[117000.0, 178209.640625, 175370.640625, 161616.640625]","[0.0, 4100.0, 4100.0, 3000.0]","[978981168660.0, 889900434320.0, 808328772190.0, 829086121580.0]","[2240097354450.0, 2056334837300.0, 1788049984480.0, 1542083476670.0]","[2144625475390.0, 1983607627850.0, 1787059387270.0, 1674341687930.0]","[195844952000.0, 193538863020.0, 147642852230.0, 122711267430.0]","[0.21456672617914516, 0.22040871672745108, 0.1949303603382401, 0.18900333703818423]",4237311684987.6387,2.096459643573797
097950.KS,CJ Cheiljedang Corporation,South Korea,KRW,consumer-defensive,packaged-foods,5202702761984,"[5202702761984, 4696208846637.5, 5747302659393.75, 6339780626206.25]","[354000.0, 319537.375, 391055.4375, 431368.5625]","[0.0, 4500.0, 5500.0, 6000.0]","[9580237559000.0, 9788044124000.0, 7725600945000.0, 7469913474000.0]","[20026041992000.0, 20225197721000.0, 19130203332000.0, 18141978711000.0]","[17826337301000.0, 18484219204000.0, 16049003859000.0, 15445453188000.0]","[385927260000.0, 595929977000.0, 612890498000.0, 685581662000.0]","[0.05833132265602346, 0.06291129043498427, 0.07671246482897143, 0.07578105018442413]",-5565807943307.902,-0.9347614605062892
004840.KS,"DRB Holding Co., Ltd.",South Korea,KRW,consumer-cyclical,auto-parts,105612754944,"[105612754944, 97518344000.0, 111290562898.04688, 133033377800.58594]","[5480.0, 5060.0, 5774.6083984375, 6902.79248046875]","[0.0, 0.0, 40.0, 30.0]","[508096734480.0, 475692073880.0, 384837852730.0, 360352120080.0]","[455554857620.0, 469546420840.0, 447118709670.0, 416082643010.0]","[465541738320.0, 465469810220.0, 356400809930.0, 312819481260.0]","[15372362160.0, 1534700780.0, -4054340220.0, 2328502080.0]","[0.047940187497197265, 0.010598994639142635, NaN, 0.01490309990206211]",121642009823.49744,1.1517738542848994
017940.KS,E1 Corporation,South Korea,KRW,energy,oil-gas-refining-marketing,428427673600,"[428427673600, 281326765382.8125, 248057378879.8828, 243730122949.21875]","[74100.0, 48657.71875, 42903.51171875, 42155.078125]","[0.0, 5150.0, 3600.0, 2200.0]","[1953815462310.0, 1930286688910.0, 1629020624380.0, 1358137165950.0]","[2643592183870.0, 2409368496590.0, 2370305686900.0, 2373311256540.0]","[2899257176250.0, 2829299481250.0, 2625919365630.0, 2487985637390.0]","[213182997950.0, 141859118470.0, 131758227870.0, 60287879700.0]","[0.08556373833605624, 0.0589677240750011, 0.06116767807728792, 0.03206552262509438]",705949534168.4365,1.6477682877869926
012630.KS,"HDC HOLDINGS CO.,Ltd",South Korea,KRW,real-estate,real-estate-services,406752034816,"[406752034816, 344213280000.0, 345914505004.39453, 640152654583.0078]","[8130.0, 6880.0, 6914.00341796875, 12795.1201171875]","[0.0, 0.0, 250.0, 250.0]","[6590724166780.0, 6762367303820.0, 6451751160570.0, 5830185892910.0]","[5030138951470.0, 4829973934150.0, 4199740487190.0, 3786954904430.0]","[6606454288680.0, 6759502438860.0, 5846684847260.0, 5271895147940.0]","[113059561270.0, -5111233480.0, 113407372880.0, 103601632450.0]","[0.04575388129024041, 0.011023063612566832, 0.05353250843697893, 0.04764491900788741]",560973186325.8047,1.3791527473969953
443060.KS,N/A,N/A,N/A,N/A,N/A,7116445188096,"[7116445188096, NaN, NaN, NaN]","[160100.0, NaN, NaN, NaN]","[NaN, NaN, NaN, NaN]","[597262316830.0, 453230897260.0, 384826277290.0, 428258968700.0]","[59355829660.0, 66584860920.0, 33721544730.0, 35637823440.0]","[416651295010.0, 337598877280.0, 263676668210.0, 209570741160.0]","[151116175330.0, 104926507800.0, 89563977660.0, 108008513040.0]","[0.4233201901324698, 0.41520353751878153, 0.4377753260992237, 0.42504673518368064]",19500713877640.418,2.740232428159518
092230.KS,"KPX Holdings Co., Ltd.",South Korea,KRW,industrials,conglomerates,235479482368,"[235479482368, 189313943972.85156, 215977529360.7422, 232374084156.91406]","[59900.0, 48156.66015625, 54939.19921875, 59110.06640625]","[0.0, 3500.0, 3000.0, 3000.0]","[850600645000.0, 812718002000.0, 775560557000.0, 652676004780.0]","[1078046005080.0, 1007175801000.0, 1039297481680.0, 1045983215810.0]","[465634459170.0, 448980401910.0, 445438442970.0, 361946206730.0]","[83993489310.0, 8912561660.0, 46168282100.0, 140544098850.0]","[0.12649355079361668, 0.041359309269962986, 0.08220162718614066, 0.07731405261340459]",1109930839403.743,4.7134927775540865
051910.KS,"LG Chem, Ltd.",South Korea,KRW,basic-materials,chemicals,28973031489536,"[28973031489536, 50393692760328.0, 37452080672331.0, 60355330151307.0]","[383000.0, 713869.5, 530540.5625, 854984.5625]","[0.0, 3500.0, 10000.0, 12000.0]","[8651075000000.0, 29674369000000.0, 20413820000000.0, 16319700000000.0]","[25442509000000.0, 38299454000000.0, 30721482000000.0, 25069194000000.0]","[13688372000000.0, 30492696000000.0, 27925314000000.0, 22598454000000.0]","[228126000000.0, 1845363000000.0, 3669787000000.0, 512634000000.0]","[0.021234390145149957, 0.050462189597531376, 0.10564386348916767, 0.025187918677831406]",-3786434802528.537,-7.6517972711924545
079550.KS,"LIG Nex1 Co., Ltd.",South Korea,KRW,industrials,aerospace-defense,3321466454016,"[3321466454016, 1715372011068.75, 1609635628125.0, 898941357450.0]","[152400.0, 78707.0078125, 73855.46875, 41246.4375]","[0.0, 1950.0, 1500.0, 1200.0]","[2535880560450.0, 1822951227860.0, 1485925497590.0, 1545723606020.0]","[1279878272820.0, 1189775995260.0, 1090921537870.0, 1049882893080.0]","[2763399823990.0, 2077548155320.0, 1813542650470.0, 1923097847400.0]","[174962143110.0, 122939587370.0, 105055805620.0, 57881698050.0]","[0.14669807339875443, 0.10535311309947348, 0.08941142703528888, 0.06256640423390468]",1983028252157.9473,0.5970339546137096
001120.KS,LX International Corp.,South Korea,KRW,industrials,conglomerates,1199529525248,"[1199529525248, 1066138152362.1094, 1206390622924.2188, 983639451229.6875]","[33350.0, 29641.37890625, 33540.7578125, 27347.703125]","[0.0, 1200.0, 3000.0, 2300.0]","[4033775460670.0, 4482204749190.0, 4376547052900.0, 3162826736740.0]","[3961565270180.0, 3236802584430.0, 2370341968840.0, 2233115467290.0]","[4920385836840.0, 4682532060710.0, 4362644678490.0, 3637611206460.0]","[117082888980.0, 515223865630.0, 350069144530.0, 297586971040.0]","[0.05781380831758587, 0.19577843770521378, 0.18049049244028476, 0.15593220999336926]",602819354829.9902,0.5025464918884416
035420.KS,NAVER Corporation,South Korea,KRW,communication-services,internet-content-information,27569313284096,"[27569313284096, 31819230027000.0, 41460303591687.5, 53043420876875.0]","[182600.0, 210748.5, 274604.28125, 351322.8125]","[0.0, 1205.0, 914.0, 511.0]","[7028076457880.0, 6439570710740.0, 5527878425550.0, 10544659200000.0]","[28709750506510.0, 27459472178390.0, 28163128331480.0, 6469579463450.0]","[11499828148840.0, 10448720408680.0, 9663630407760.0, 8759106628560.0]","[1012321527620.0, 760260876240.0, 16489849771000.0, 1002086766000.0]","[0.04016008504445682, 0.027437591354265427, 0.05551128147676674, 0.1428392089312512]",970166623430.7637,0.03519009028021118
010060.KS,OCI Holdings Company Ltd.,South Korea,KRW,financial-services,asset-management,1925097586688,"[1925097586688, 2092688479218.75, 1800044817687.5, 1963907379312.5]","[98400.0, 106966.2890625, 92008.015625, 100383.734375]","[0.0, 3300.0, 3632.7747, 2906.2197]","[3994170810000.0, 4110803927000.0, 3338987117000.0, 2036042076000.0]","[1962380963000.0, 2634730327000.0, 2365073996000.0, 2401193974000.0]","[2141619139000.0, 2734136888000.0, 2580268702000.0, 2051507407000.0]","[713510158000.0, 880285947000.0, 647647565000.0, -246150678000.0]","[0.09169592464803457, 0.12733690234467676, 0.14151965429607494, NaN]",9629525219268.525,5.002097185023992
001380.KS,"SG Global Co.,Ltd.",South Korea,KRW,consumer-cyclical,auto-parts,80485736448,"[80485736448, 66232119300.0, 78462354500.0, 174235887500.0]","[1790.0, 1473.0, 1745.0, 3875.0]","[NaN, NaN, NaN, NaN]","[57713699590.0, 35078818270.0, 29001076320.0, 48011572620.0]","[140533097720.0, 150856630140.0, 158020378070.0, 150854349270.0]","[57195063600.0, 64775255810.0, 64041656320.0, 72419539470.0]","[20175100730.0, -2445648210.0, -5550659560.0, -2290624500.0]","[0.13182121903583396, NaN, NaN, -0.007970070496093148]",,
034730.KS,SK Inc.,South Korea,KRW,industrials,conglomerates,8259825565696,"[8259825565696, 9102337868456.25, 12715551487800.0, 13279283722882.812]","[151500.0, 166953.1875, 233226.0, 243565.859375]","[0.0, 5000.0, 5000.0, 8000.0]","[64834622000000.0, 64993579000000.0, 49193206000000.0, 38052297000000.0]","[142135642000000.0, 129512281000000.0, 116175157000000.0, 99615609000000.0]","[129091214000000.0, 122697070000000.0, 99815712000000.0, 85807988000000.0]","[-776798000000.0, 1098683000000.0, 1965612000000.0, 189368000000.0]","[NaN, 0.049404467708655975, 0.08326612219086046, -0.158261698879523]",,
003570.KS,"Snt Dynamics Co.,Ltd.",South Korea,KRW,industrials,aerospace-defense,393908715520,"[393908715520, 215044029200.97656, 174199534749.36523, 167611638638.33008]","[17590.0, 9602.794921875, 7778.88330078125, 7484.70068359375]","[0.0, 700.0, 500.0, 400.0]","[586959728950.0, 471157538550.0, 448298673880.0, 384117894490.0]","[469944588530.0, 459836766570.0, 431326407490.0, 449246613880.0]","[356207738530.0, 271939014840.0, 226675590420.0, 235915632070.0]","[49529807110.0, 23006448470.0, 58998656470.0, 8341660360.0]","[0.07074866192585234, 0.03548157560415516, 0.09089346626197621, 0.014740637078208307]",551156235535.6107,1.3991978695064613
077970.KS,"STX Engine Co.,Ltd.",South Korea,KRW,industrials,specialty-industrial-machinery,302797127680,"[302797127680, 310620150000.0, 288761695000.0, 317522820000.0]","[13160.0, 13500.0, 12550.0, 13800.0]","[0.0, 0.0, 0.0, 0.0]","[490898756220.0, 468459982550.0, 427101244910.0, 438696469180.0]","[408235644090.0, 384927690150.0, 410378634000.0, 370565210280.0]","[639500162260.0, 593142012240.0, 553504811660.0, 542790927720.0]","[5684680540.0, -26682909760.0, 1005292490.0, 20647152860.0]","[0.03130068314029332, NaN, NaN, 0.06835360541657519]",,
009450.KS,"Kyung Dong Navien Co., Ltd.",South Korea,KRW,industrials,specialty-industrial-machinery,716141166592,"[716141166592, 596114602857.8125, 666977905494.1406, 887488397799.6094]","[49550.0, 41245.328125, 46148.37890625, 61405.55859375]","[0.0, 550.0, 500.0, 450.0]","[554862076460.0, 523037781850.0, 475582013320.0, 360418516940.0]","[505695895020.0, 494981646510.0, 458302515450.0, 374270221200.0]","[475962722070.0, 500314843680.0, 483469066210.0, 386524891920.0]","[83148711330.0, 53582342490.0, 80657672810.0, 41637325510.0]","[0.13179405940953284, 0.08199091024749042, 0.15086513939905918, 0.09525593460791931]",963980439440.1606,1.3460760034611439
013580.KS,"Kyeryong Construction Industrial Co., Ltd.",South Korea,KRW,industrials,engineering-construction,125160710144,"[125160710144, 144094226899.21875, 264191393369.53125, 277540634281.6406]","[14130.0, 16267.49609375, 29825.84765625, 31332.908203125]","[0.0, 400.0, 500.0, 800.0]","[1838954013370.0, 1703568860430.0, 1598100581400.0, 1351939390140.0]","[887938622640.0, 856459800570.0, 728953486070.0, 718314687970.0]","[1868729174210.0, 1757274727920.0, 1572714062300.0, 1464251994000.0]","[47243080740.0, 60478812400.0, 155907363830.0, 94056016970.0]","[0.04933964078360548, 0.0545814056620175, 0.13181139676967518, 0.09115783095368321]",272502312178.63794,2.1772192876272305
005320.KS,Kukdong Corporation,South Korea,KRW,consumer-cyclical,apparel-manufacturing,40213008384,"[40213008384, 72042850000.0, 138518752500.0, 215146147500.0]","[614.0, 1100.0, 2115.0, 3285.0]","[0.0, 0.0, 0.0, 0.0]","[99626820190.0, 109587105430.0, 103105105390.0, 133048249850.0]","[76293086670.0, 65421060780.0, 65369445510.0, 47652432070.0]","[65127341440.0, 65952316040.0, 66109970100.0, 96865598330.0]","[-8505715130.0, 1390173800.0, -7948938050.0, 10672756380.0]","[NaN, 0.03314401119398285, NaN, 0.09031173346571812]",,
014530.KS,"Kukdong Oil & Chemicals Co.,Ltd",South Korea,KRW,basic-materials,specialty-chemicals,131142311936,"[131142311936, 123903392000.0, 134998338847.31445, 158335565023.33984]","[3895.0, 3680.0, 4009.526123046875, 4702.65478515625]","[0.0, 0.0, 200.0, 160.0]","[205772521220.0, 169686700340.0, 145898981050.0, 111332378430.0]","[224242715400.0, 183389346430.0, 176036367410.0, 181323069290.0]","[216137142600.0, 147759136080.0, 139852066540.0, 119909003270.0]","[14764361710.0, 19965655860.0, 11402756100.0, 7709520020.0]","[0.05420935011617144, 0.0759915179477612, 0.0465023794902945, 0.03463840822082964]",96588494488.08557,0.736516636485886
069620.KS,"Daewoong Pharmaceutical Co., Ltd",South Korea,KRW,healthcare,drug-manufacturers-specialty-generic,1257638592512,"[1257638592512, 1320923240000.0, 1931378300414.0625, 1780827354210.9375]","[109300.0, 114800.0, 167853.984375, 154769.765625]","[0.0, 0.0, 600.0, 600.0]","[392347553570.0, 548968363650.0, 520401448790.0, 528351294970.0]","[1173399838170.0, 1014372250050.0, 890286002990.0, 838556626170.0]","[762772669950.0, 822117616370.0, 712772241620.0, 671659304530.0]","[111501799110.0, 42239518340.0, 24505735560.0, 12753425040.0]","[0.10074336196708841, 0.045628403076727476, 0.04535782595036863, 0.04351602070398887]",500748137150.16406,0.39816537130112445
000430.KS,"Daewon Kang Up Co., Ltd.",South Korea,KRW,consumer-cyclical,auto-parts,336660004864,"[336660004864, 262281070312.5, 202928573242.1875, 243167950683.59375]","[5430.0, 4230.33984375, 3273.04150390625, 3922.063720703125]","[0.0, 110.0, 100.0, 100.0]","[415648611930.0, 380159612600.0, 346751429460.0, 329646560350.0]","[610655046550.0, 630259212730.0, 636278087860.0, 688220386570.0]","[408110668530.0, 412406943010.0, 406038473790.0, 445770949780.0]","[30636266210.0, 18856009790.0, -6886666940.0, -6439852830.0]","[0.06699442286083579, 0.06507294201260579, NaN, NaN]",231419466048.4381,0.6873981545325655
006340.KS,"Daewon Cable. Co., Ltd.",South Korea,KRW,industrials,electrical-equipment-parts,310038986752,"[310038986752, 94098896000.0, 144334960000.0, 112093904000.0]","[4135.0, 1255.0, 1925.0, 1495.0]","[0.0, 0.0, 0.0, 0.0]","[191351571520.0, 200914428400.0, 194857059590.0, 142009482180.0]","[43520090700.0, 45044104060.0, 45716715900.0, 50003272910.0]","[134547618320.0, 154359646720.0, 152928878650.0, 106632038350.0]","[9612692000.0, 1354066000.0, 1304381300.0, 2314049730.0]","[0.09231505706740459, 0.022665654734172595, 0.019560858061289387, 0.02573548564688713]",121619968686.25491,0.3922731459045138
001070.KS,"Taihan Textile Co., Ltd.",South Korea,KRW,consumer-cyclical,textile-manufacturing,23994968064,"[23994968064, 191526100000.0, 171650750000.0, 157195950000.0]","[6640.0, 53000.0, 47500.0, 43500.0]","[0.0, 0.0, 0.0, 0.0]","[69357865760.0, 99100925560.0, 110899060180.0, 96346434220.0]","[111360648820.0, 111538632310.0, 121713060140.0, 117447498700.0]","[49782242500.0, 75392116740.0, 93144325550.0, 77489052200.0]","[-3671972530.0, -5230863920.0, 1555714500.0, 2679756750.0]","[NaN, NaN, 0.01082477333504495, 0.021529418924796467]",,
006650.KS,"Korea Petrochemical Ind. Co., Ltd.",South Korea,KRW,basic-materials,chemicals,965942050816,"[965942050816, 886270350000.0, 918125129775.0, 1630861352006.25]","[156400.0, 143500.0, 148657.75, 264060.0625]","[0.0, 0.0, 1000.0, 3500.0]","[502070943940.0, 460924908660.0, 970576200260.0, 605231364990.0]","[1694421770390.0, 1734907607250.0, 1508296831000.0, 1522318975190.0]","[371702112200.0, 333880102150.0, 449738749490.0, 233430644310.0]","[-29040721000.0, -149053086000.0, 149935944610.0, 127243163830.0]","[NaN, NaN, 0.07236803968855289, 0.06546923553371506]",,
001130.KS,"Daehan Flour Mills Co.,Ltd",South Korea,KRW,consumer-defensive,packaged-foods,231315111936,"[231315111936, 231973200000.0, 273735265275.0, 276470281743.75]","[140600.0, 141000.0, 166384.1875, 168046.609375]","[0.0, 0.0, 2500.0, 2500.0]","[714234907920.0, 615430600540.0, 683850027460.0, 473887660100.0]","[687118946130.0, 703001297990.0, 637747353310.0, 610993147710.0]","[407391972240.0, 399078814700.0, 440979863560.0, 304081446060.0]","[81200923000.0, 41163501480.0, 87413938100.0, 20823898920.0]","[0.07665491674698804, 0.041435878964836595, 0.08057738097207581, 0.02498818836217201]",862465516419.2732,3.7285307872920086
003490.KS,"Korean Airlines Co.,Ltd.",South Korea,KRW,industrials,airlines,7813338759168,"[7813338759168, 8043902639300.0, 9937693406784.25, 10248786206402.375]","[21150.0, 21845.3125, 26988.39453125, 27833.248046875]","[0.0, 750.0, 750.0, 0.0]","[8595169639220.0, 8090936743190.0, 6640996811370.0, 4002518982270.0]","[21796606390430.0, 20906764279290.0, 20030906372820.0, 21187542092010.0]","[20576567788020.0, 19705240815650.0, 19806214028700.0, 21878336959960.0]","[1061165289460.0, 1728363138480.0, 577683539990.0, -211545445130.0]","[0.09417589385132161, 0.13093074142924252, 0.06204321751893515, NaN]",-94610190524.89062,-82.58453678002498
102260.KS,"DONGSUNG CHEMICAL Co., Ltd.",South Korea,KRW,basic-materials,chemicals,226086551552,"[226086551552, 225356453000.0, 210061549245.21484, 269729897781.98242]","[4645.0, 4630.0, 4315.7626953125, 5541.66259765625]","[0.0, 0.0, 200.0, 200.0]","[502174619250.0, 457682236840.0, 394351508700.0, 349755102140.0]","[468438236320.0, 441829517600.0, 424444243870.0, 448189044590.0]","[445611887520.0, 410505252000.0, 361792854330.0, 370735251880.0]","[33453899190.0, 35040922330.0, 17912841930.0, 6673169970.0]","[0.11746511793588432, 0.09647586275275345, 0.09102496540836597, 0.11345188200203332]",412915657014.3425,1.826360985117559
018500.KS,"Dongwon Metal Co., Ltd.",South Korea,KRW,consumer-cyclical,auto-parts,78905221120,"[78905221120, 51793238400.0, 45629575320.55664, 50801229521.19141]","[1688.0, 1108.0, 976.1422729492188, 1086.7781982421875]","[0.0, 0.0, 20.0, 0.0]","[185219830040.0, 154084068660.0, 159156293340.0, 170789461470.0]","[302647690880.0, 302786521610.0, 309758018850.0, 340161689510.0]","[398156987770.0, 395436339490.0, 436932189050.0, 441400467930.0]","[18168066930.0, 22660092840.0, -28119421360.0, 17030555610.0]","[0.09817817013254551, 0.13187364916052313, NaN, 0.10346252875958517]",-4856620364.957214,-16.24694029810072
030720.KS,"Dong Won Fisheries Co., Ltd.",South Korea,KRW,consumer-defensive,food-distribution,31878529024,"[31878529024, 40441522000.0, 52705712044.140625, 40762102466.99219]","[6850.0, 8690.0, 11325.306640625, 8758.8857421875]","[0.0, 0.0, 250.0, 0.0]","[82618064320.0, 89214425100.0, 66792448040.0, 67609254180.0]","[31993801320.0, 32575177270.0, 34149553170.0, 30540974020.0]","[71959495190.0, 59216320080.0, 43921847290.0, 49992275960.0]","[-17617266380.0, 6182158040.0, 7462791020.0, -3229176560.0]","[NaN, 0.06607980898835383, 0.10144839931435183, NaN]",,
014820.KS,Dongwon Systems Corporation,South Korea,KRW,consumer-cyclical,packaging-containers,1180368502784,"[1180368502784, 1189740326262.1094, 1592877489444.9219, 1191371539876.1719]","[40500.0, 41037.83984375, 54943.29296875, 41094.10546875]","[0.0, 600.0, 600.0, 604.1079]","[557764506810.0, 550242849400.0, 638498500580.0, 453801761550.0]","[978093272780.0, 901427132860.0, 853516238660.0, 802015689700.0]","[761806993430.0, 722040384350.0, 826642450390.0, 639356720600.0]","[64200868640.0, 72336529550.0, 39871444750.0, 51476672520.0]","[0.0667277323866199, 0.07102623984413158, 0.045989914079517594, 0.07559491306876641]",277784717480.5488,0.23533728392901862
163560.KS,"DRB Industrial Co., Ltd.",South Korea,KRW,consumer-cyclical,auto-parts,106335002624,"[106335002624, 91312595361.32812, 110709298779.29688, 124014130371.09375]","[7650.0, 6569.25146484375, 7964.69775390625, 8921.8798828125]","[0.0, 150.0, 120.0, 80.0]","[225091835400.0, 228027492790.0, 169425789900.0, 150417622510.0]","[148948997630.0, 153200908770.0, 144403451710.0, 125361623010.0]","[150343280090.0, 163224624860.0, 104787335220.0, 75880980450.0]","[9575319020.0, 7794181760.0, 6064529480.0, 7276980150.0]","[0.040791818746059486, 0.03054497540798298, 0.02669982904783963, 0.03440480108865203]",127160906488.78656,1.195851820669313
034020.KS,"Doosan Enerbility Co., Ltd.",South Korea,KRW,industrials,specialty-industrial-machinery,11566797815808,"[11566797815808, 10510031043840.0, 13065486489600.0, 8943608707759.0]","[18060.0, 16410.0, 20400.0, 13964.2421875]","[0.0, 0.0, 0.0, 0.0]","[9641568243180.0, 8098893728490.0, 8417624107970.0, 9946795870390.0]","[14999265702440.0, 14950888071430.0, 15302921520660.0, 15620378420710.0]","[13799325009090.0, 12969491516050.0, 14912949983920.0, 18460677610120.0]","[55597965380.0, -772492598020.0, 495274322480.0, -1069666921020.0]","[0.062466646594357585, NaN, 0.05297590661307597, NaN]",,
001530.KS,Di Dong Il Corporation,South Korea,KRW,consumer-cyclical,textile-manufacturing,479543623680,"[479543623680, 389400284375.97656, 460106744021.4844, 312918014670.41016]","[24750.0, 20097.560546875, 23746.83203125, 16150.1904296875]","[0.0, 0.0, 243.90244, 190.36288]","[307955941610.0, 335150513350.0, 349477508080.0, 263486687520.0]","[667697293110.0, 662734385690.0, 643666609340.0, 619072640190.0]","[370119040310.0, 378689103700.0, 419638627670.0, 365891603580.0]","[3235303180.0, 53833426050.0, 42006521550.0, 19569995040.0]","[0.01688316483489263, 0.08069386873239387, 0.06309215967352652, 0.041030807288035445]",-42078305285.59064,-11.396457638331164
210540.KS,DY Power Corporation,South Korea,KRW,industrials,farm-heavy-construction-machinery,146446385152,"[146446385152, 134975760447.07031, 155989288766.89453, 185049173683.78906]","[13270.0, 12230.607421875, 14134.7138671875, 16767.927734375]","[0.0, 400.0, 250.0, 300.0]","[201149212780.0, 209865402640.0, 225203036890.0, 177581839670.0]","[135579220940.0, 117656996660.0, 116843241150.0, 110227691000.0]","[72837530800.0, 87153368940.0, 116073402040.0, 98753238970.0]","[27492332000.0, 17854210000.0, 31055614000.0, 25410370870.0]","[0.10340569952756744, 0.07156845737343365, 0.12212795197892637, 0.12278708029056824]",373514683386.3028,2.550521701157891
115390.KS,"Lock&Lock Co., Ltd.",South Korea,KRW,consumer-cyclical,packaging-containers,376832655360,"[376832655360, 46484769315.53955, 53741816241.39404, 78231757485.10742]","[8700.0, 1073.2017822265625, 1240.7464599609375, 1806.14990234375]","[0.0, 5819.0, 2262.8568800000003, 0.0]","[379999826840.0, 442262498690.0, 542041416300.0, 413963893990.0]","[221807967060.0, 261165559010.0, 287683148500.0, 369221124170.0]","[100343054720.0, 106428102750.0, 135773113230.0, 117856758170.0]","[-39901614030.0, -20472540280.0, 16159764140.0, 11725105100.0]","[NaN, NaN, 0.02397022137123426, 0.01824316220061205]",,
011170.KS,Lotte Chemical Corporation,South Korea,KRW,basic-materials,chemicals,5081135579136,"[5081135579136, 7240159591537.5, 7754422295667.1875, 10462713005221.875]","[120500.0, 171701.625, 183897.453125, 248125.03125]","[0.0, 3500.0, 3500.0, 7960.4746]","[9814399965940.0, 9466179970500.0, 9430722837190.0, 6876462666080.0]","[23661910258590.0, 17318407840070.0, 13424437976820.0, 12510083328550.0]","[13243769644680.0, 9520345523790.0, 7415917897730.0, 5674190700690.0]","[-50043098360.0, 61593615420.0, 1333701079290.0, 158468912020.0]","[NaN, NaN, 0.08232596605749289, 0.015647823166796627]",,
002760.KS,Bolak Company Limited,South Korea,KRW,basic-materials,specialty-chemicals,68884996096,"[68884996096, 103028000000.0, 116606186401.36719, 137130359838.86719]","[1150.0, 1720.0, 1946.680908203125, 2289.321533203125]","[0.0, 0.0, 7.0, 5.0]","[25120405580.0, 26264428280.0, 20693291900.0, 17472493010.0]","[32808030330.0, 34647823260.0, 35624677300.0, 36636635570.0]","[9149383000.0, 12528504450.0, 10774060410.0, 10107183290.0]","[857813410.0, 3069106050.0, 1694987550.0, 394508500.0]","[0.018947222140085204, 0.06075614732611502, 0.03621268495378834, 0.011184248406960945]",20859571633.79506,0.3028173450822962
003850.KS,Boryung Corporation,South Korea,KRW,healthcare,drug-manufacturers-specialty-generic,719253471232,"[719253471232, 595425928000.0, 791888452724.3164, 1171584209090.8203]","[10920.0, 9040.0, 12022.7744140625, 17787.470703125]","[0.0, 0.0, 100.0, 100.0]","[377659484560.0, 338378355240.0, 437313716440.0, 315660224620.0]","[537852056490.0, 554007559930.0, 391327423000.0, 332333741650.0]","[366258950640.0, 375969361310.0, 354327078690.0, 307706406420.0]","[40202797520.0, 41894431740.0, 43044274380.0, 26856199160.0]","[0.06262156124866071, 0.06403975183496126, 0.06658287393812183, 0.05537202807289214]",297826755264.9613,0.4140776057080652
003960.KS,Sajodaerim Corporation,South Korea,KRW,consumer-defensive,packaged-foods,358458785792,"[358458785792, 223857323336.09375, 231101884169.6875, 174103866008.39844]","[46250.0, 28883.1015625, 29817.828125, 22463.681640625]","[0.0, 350.0, 350.0, 300.0]","[673783052810.0, 578399925020.0, 525060616710.0, 484759047320.0]","[589188613190.0, 589852742250.0, 610664969650.0, 639383142400.0]","[552092559040.0, 564420178130.0, 616712557390.0, 672515625620.0]","[91338274030.0, 71247530590.0, 62708287730.0, 33836837070.0]","[0.14662589700095333, 0.11406351310622832, 0.0984037987495878, 0.06049895043771425]",1320734138958.7246,3.684479754180433
068290.KS,"Samsung Publishing Co., Ltd",South Korea,KRW,communication-services,publishing,183000006656,"[183000006656, 226500000000.0, 287092519531.25, 413952031250.0]","[18300.0, 22650.0, 28709.251953125, 41395.203125]","[0.0, 0.0, 200.0, 200.0]","[27760118100.0, 42688650350.0, 108574220100.0, 94523149600.0]","[168810422230.0, 168798987220.0, 230148192740.0, 197875053580.0]","[30442277500.0, 35896218310.0, 115319934840.0, 118739111880.0]","[8753853880.0, 11791108000.0, 3159352600.0, 53221829510.0]","[0.05156772870155462, 0.017314914355050455, 0.03649245864067716, 0.3178569624922851]",44669046729.92967,0.24409314265161594
003720.KS,"Samyoung Co.,Ltd.",South Korea,KRW,consumer-cyclical,packaging-containers,120716599296,"[120716599296, 154212135000.0, 98994241500.0, 86723598500.0]","[3640.0, 4650.0, 2985.0, 2615.0]","[0.0, 0.0, 0.0, 0.0]","[47764954570.0, 54997551720.0, 51301965560.0, 45948477410.0]","[84391603960.0, 80835764400.0, 66372650090.0, 63039939430.0]","[64933627510.0, 83735128040.0, 67128160210.0, 63239099920.0]","[18633494900.0, 2701761750.0, 3481128670.0, 214726810.0]","[0.13500330537245092, 0.03593408417943597, 0.049125550227596584, 0.025899947708439255]",145963828350.19476,1.2091446346354402
023000.KS,"SAMWONSTEEL Co.,Ltd.",South Korea,KRW,basic-materials,steel,110278500352,"[110278500352, 127584843105.46875, 117922803349.60938, 128237962631.83594]","[2775.0, 3210.4892578125, 2967.35791015625, 3226.924072265625]","[0.0, 110.0, 105.0, 105.0]","[193498230550.0, 172700064210.0, 152524445350.0, 133525133870.0]","[110237470240.0, 120990038820.0, 118155198580.0, 124449102600.0]","[61223758530.0, 62909269440.0, 51952908280.0, 45217837270.0]","[16609053110.0, 13013317990.0, 8804033360.0, 8119325110.0]","[0.06849423285245965, 0.0564411296760294, 0.04026790464351418, 0.03830093678380244]",249649390960.80682,2.2638083594168066
